State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Delaware,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least Two Follow-Up Visits in the 9-Month Continuation and Maintenance Phase: Ages 6 to 12,2023,Medicaid & CHIP,Administrative,50.2,49,54.1,49.0,60.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Blood Glucose: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,58.5,47,53.1,48.4,59.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Cholesterol: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,55.9,47,34.2,28.4,43.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Blood Glucose and Cholesterol: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,48.5,47,32.3,26.7,41.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,56.8,47,60.5,57.2,67.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS and managed care populations (2 MCOs). Rate was audited or validated.,Yes
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2023,Medicaid & CHIP,Administrative,37.8,50,36.5,40.9,33.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS and managed care populations (2 MCOs). Rate was audited or validated.,Yes
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2023,Medicaid & CHIP,Administrative,63.7,49,75.9,71.3,81.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2023,Medicaid & CHIP,Administrative,57.9,49,68.7,64.7,72.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2023,Medicaid & CHIP,Administrative,60.7,49,71.6,68.3,76.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Ages 3 Months to 17 Years,AAB-CH,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 3 Months to 17 Years,2023,Medicaid & CHIP,Administrative,71.8,44,71.4,64.0,81.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS and managed care populations (2 MCOs). Rate was audited or validated.,Yes
Delaware,Dental and Oral Health Services,Child Core Set,"Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,Higher rates are better for this measure,Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20,2023,Medicaid & CHIP,Administrative,20.1,38,42.8,39.3,47.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS population.,Yes
Delaware,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthday,2023,Medicaid & CHIP,Administrative,2.5,40,48.3,39.8,57.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS population.,Yes
Delaware,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received Sealants on All Four Permanent First Molars by their 10th Birthday,2023,Medicaid & CHIP,Administrative,0.3,39,35.4,29.6,42.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS population.,Yes
Delaware,Dental and Oral Health Services,Child Core Set,Topical Fluoride for Children: Ages 1 through 20,TFL-CH,Higher rates are better for this measure,Percentage of Enrolled Children who Received at Least Two Topical Fluoride Applications as Dental or Oral Health Services: Total (Ages 1 through 20),2023,Medicaid & CHIP,Administrative,3.3,37,19.0,16.7,22.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS population.,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Getting Needed Care Composite,2023,Medicaid,CAHPS 5.1H,62.8,46,60.5,54.2,64.7,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Getting Care Quickly Composite,2023,Medicaid,CAHPS 5.1H,64.9,46,70.9,64.1,74.4,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,How Well Doctors Communicate Composite,2023,Medicaid,CAHPS 5.1H,82.1,46,78.8,76.4,81.5,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Health Plan Information and Customer Service Composite,2023,Medicaid,CAHPS 5.1H,72.7,35,68.4,65.5,71.9,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Personal Doctor,2023,Medicaid,CAHPS 5.1H,77.2,46,75.2,73.2,78.0,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Specialist,2023,Medicaid,CAHPS 5.1H,#,33,72.4,69.2,73.5,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Health Care,2023,Medicaid,CAHPS 5.1H,69.3,46,68.2,64.9,70.3,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Health Plan,2023,Medicaid,CAHPS 5.1H,75.3,47,71.8,69.0,74.7,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (2 MCOs).,Yes
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Getting Needed Care Composite,2023,CHIP,CAHPS 5.1H,#,46,60.5,54.2,64.7,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Getting Care Quickly Composite,2023,CHIP,CAHPS 5.1H,#,46,70.9,64.1,74.4,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,How Well Doctors Communicate Composite,2023,CHIP,CAHPS 5.1H,#,46,78.8,76.4,81.5,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Health Plan Information and Customer Service Composite,2023,CHIP,CAHPS 5.1H,#,35,68.4,65.5,71.9,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Personal Doctor,2023,CHIP,CAHPS 5.1H,#,46,75.2,73.2,78.0,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Specialist,2023,CHIP,CAHPS 5.1H,#,33,72.4,69.2,73.5,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Health Care,2023,CHIP,CAHPS 5.1H,#,46,68.2,64.9,70.3,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,Rating of Health Plan,2023,CHIP,CAHPS 5.1H,#,47,71.8,69.0,74.7,"# = Rate not reported either because fewer than 100 beneficiaries responded to the survey or because fewer than 20 beneficiaries provided the selected response option (e.g., 9 or 10 for rating measures, ""always"" for composite measures).","Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",CHIP rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (1 MCO).,No
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,21.4,41,23.8,17.5,27.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,2.6,41,3.0,2.3,4.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,15.8,36,5.9,3.2,7.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 90 Days of Delivery: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,47.6,39,45.3,40.2,51.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,9.5,29,2.8,1.7,5.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 90 Days of Delivery: Ages 15 to 20,2023,Medicaid & CHIP,Administrative,19.2,38,18.1,15.5,21.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births Weighing Less Than 2,500 Grams",2023,Medicaid only,Administrative,10.8,52,10.4,11.4,9.2,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of October 26, 2023.",CMS calculated rate using CDC WONDER data.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Low-Risk Cesarean Delivery,LRCD-CH,Lower rates are better for this measure,"Percentage of Nulliparous, Term, Singleton, in a Cephalic Presentation Births Delivered by Cesarean",2023,Medicaid only,Administrative,22.7,52,24.2,26.6,22.3,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of October 26, 2023.",CMS calculated rate using CDC WONDER data.,Yes
Delaware,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,"Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the Enrollment Start Date, or within 42 Days of Enrollment in Medicaid or CHIP",2023,Medicaid & CHIP,Hybrid,79.6,48,80.0,72.9,84.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and vital records. Denominator is the sample size; measure-eligible population is 3,696. Rate was audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 11,2023,Medicaid & CHIP,Administrative,60.7,51,53.3,50.0,60.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 17,2023,Medicaid & CHIP,Administrative,55.0,51,48.5,41.4,54.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 18 to 21,2023,Medicaid & CHIP,Administrative,26.9,51,22.4,19.6,28.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 21,2023,Medicaid & CHIP,Administrative,53.2,51,45.3,42.8,53.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2023,Medicaid & CHIP,Hybrid,87.7,46,82.6,79.4,85.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,234. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage who had at Least Two Flu Vaccinations by their Second Birthday,2023,Medicaid & CHIP,Hybrid,48.1,46,40.2,31.9,47.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,234. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 3) by their Second Birthday,2023,Medicaid & CHIP,Hybrid,70.5,46,61.0,57.6,68.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,234. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 10) by their Second Birthday,2023,Medicaid & CHIP,Hybrid,37.4,47,28.6,24.2,36.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,234. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2023,Medicaid & CHIP,Administrative,57.1,51,46.8,41.1,57.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rate includes FFS and managed care populations (2 MCOs). Rate was audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2023,Medicaid & CHIP,Hybrid,72.0,43,35.7,25.9,52.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (2 MCOs). Denominator is the sample size; measure-eligible population is 14,396. Rate was audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage who Completed the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2023,Medicaid & CHIP,Hybrid,48.3,48,33.7,29.9,40.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,225. Rates were audited or validated.",Yes
