State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Delaware,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 1) by Their 13th Birthday,2023,Medicaid & CHIP,Hybrid,71.6,47,76.5,67.6,83.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Administrative data sources are claims/encounters and state immunization registry/immunization information systems. Denominator is the sample size; measure-eligible population is 5,225. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Lead Screening in Children: Age 2,LSC-CH,Higher rates are better for this measure,Percentage who had One or More Capillary or Venous Lead Blood Test for Lead Poisoning by their Second Birthday,2023,Medicaid & CHIP,Hybrid,72.6,45,57.0,39.6,68.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (2 MCOs). Denominator is the sample size; measure-eligible population is 5,234. Rate was audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Body Mass Index Percentile Documented in the Medical Record: Ages 3 to 17,2023,Medicaid & CHIP,Hybrid,87.2,45,73.5,59.9,81.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Denominator is the sample size; measure-eligible population is 56,998. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Counseling for Nutrition Documented in the Medical Record: Ages 3 to 17,2023,Medicaid & CHIP,Hybrid,81.1,45,63.5,37.2,73.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Denominator is the sample size; measure-eligible population is 56,998. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Counseling for Physical Activity Documented in the Medical Record: Ages 3 to 17,2023,Medicaid & CHIP,Hybrid,79.9,45,59.9,33.0,70.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (2 MCOs). Denominator is the sample size; measure-eligible population is 56,998. Rates were audited or validated.",Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 30 Months of Life,W30-CH,Higher rates are better for this measure,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2023,Medicaid & CHIP,Administrative,61.7,51,59.2,54.2,62.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Delaware,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 30 Months of Life,W30-CH,Higher rates are better for this measure,Percentage of Children who had 2 or More Well-Child Visits with a Primary Care Practitioner during the 15th to 30th Months of Life,2023,Medicaid & CHIP,Administrative,74.4,51,64.8,60.8,70.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (2 MCOs). Rates were audited or validated.,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 6 to 17,2023,Medicaid & CHIP,Administrative,51.5,48,51.5,42.5,60.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 6 to 17,2023,Medicaid & CHIP,Administrative,64.2,48,69.6,61.8,76.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 13 to 17,2023,Medicaid & CHIP,Administrative,41.6,41,22.8,19.5,28.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 13 to 17,2023,Medicaid & CHIP,Administrative,53.6,44,33.7,28.1,42.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2023,Medicaid & CHIP,Administrative,64.9,50,47.3,38.6,57.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Discharges for Children Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2023,Medicaid & CHIP,Administrative,82.9,50,72.1,62.6,78.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.",Rates include FFS and managed care populations (4 MCOs).,Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least One Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12 ,2023,Medicaid & CHIP,Administrative,28.7,50,46.0,42.0,50.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include managed care population (4 MCOs). State reported that rates exclude the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least Two Follow-Up Visits in the 9-Month Continuation and Maintenance Phase: Ages 6 to 12,2023,Medicaid & CHIP,Administrative,39.6,49,54.1,49.0,60.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include managed care population (4 MCOs). State reported that rates exclude the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Blood Glucose: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,37.0,47,53.1,48.4,59.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include managed care population (4 MCOs). State reported that rates exclude the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Cholesterol: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,24.9,47,34.2,28.4,43.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include managed care population (4 MCOs). State reported that rates exclude the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage with Two or More Antipsychotic Prescriptions that had Metabolic Testing for Blood Glucose and Cholesterol: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,24.1,47,32.3,26.7,41.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include managed care population (4 MCOs). State reported that rates exclude the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
Dist. of Col.,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2023,Medicaid & CHIP,Administrative,75.2,47,60.5,57.2,67.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes managed care population (4 MCOs). State reported that the rate excludes the following populations: ""The FFS population is excluded from this measure. Only data on the managed care population were available for this measure."" The state described the ""other"" data source used to calculate the measure as the following: ""DHCF reports this measure using MCO data only. The source of administrative data is the MCO data systems.""",Yes
